0	2011	J-aggregates: from serendipitous discovery to supramolecular engineering of functional dye materials.	Frank Würthner, Theo E Kaiser, Chantu R Saha-Möller
0	2011	JADE implemented mobile multi-agent based, distributed information platform for pervasive health care monitoring	Chuan-Jun Su, Chia-Ying Wu
0	2011	Jamming games in wireless networks with incomplete information	Yalin Sagduyu, Randall Berry, Anthony Ephremides
1	2011	January 2011 Volume 14 Number 1	Tien-chi TC Huang, Yueh-min YM Yueh-min Huang, FY Fu-yun Yu
1	2012	Janus Colloidal Matchsticks.	Kundan Chaudhary, Qian Chen, Jaime J Juárez, Steve Granick, Jennifer A Lewis
2	2011	Java web	Java Web
2	2011	Jean-Daniel Colladon symposium milestones in light guiding	Hans Limberger
3	2012	Jigsaw Puzzles with Pieces of Unknown Orientation	Andrew C Gallagher, New York
4	2011	JMEMS Letters	Xuefeng Zeng, Hongrui Jiang
4	2011	John Miano	Compressed Image, File Formats
4	2011	John von Neumann's Analysis of Gaussian Elimination and the Origins of Modern Numerical Analysis	Joseph F Grcar
5	2011	Johnny: An Autonomous Service Robot for Domestic Environments	Thomas Breuer, Geovanny R Giorgana Macedo, Ronny Hartanto, Nico Hochgeschwender, Dirk Holz, Frederik Hegger
5	2012	Joint 2D-3D Temporally Consistent Semantic Segmentation of Street Scenes	Georgios Floros, Bastian Leibe
5	2011	Joint angle estimation in rehabilitation with inertial sensors and its integration with Kinect	Antonio Padilha Lanari Bo, Mitsuhiro Hayashibe, Philippe Poignet
6	2011	Joint Call and Packet Level Performance Analysis of CAC Strategies for VoIP Traffic in Wireless	S Lirio Castellanos-Lopez, Mario E Rivero-Angeles, Genaro Hernandez-Valdez, Felipe A Cruz-Perez
6	2011	Joint Coding/Routing Optimization for Distributed Video Sources in Wireless Visual Sensor Networks	Chenglin Li, Junni Zou, Hongkai Xiong, Chang Wen Chen
7	2011	Joint Design of Spectrum Sensing and Channel Access in Cognitive Radio Networks	Amr A El-Sherif, K J Ray Liu
7	2011	Joint Estimation of Chords and Downbeats from an Audio Signal	Hélène Papadopoulos, Geoffroy Peeters
7	2011	Joint estimation of multiple graphical models	Jian Guo, Elizaveta Levina, George Michailidis, Ji Zhu
8	2012	Joint ICA of ERP and fMRI during error-monitoring	Bethany G Edwards, Vince D Calhoun, Kent A Kiehl
9	2011	Joint mitigation of laser phase noise and fiber nonlinearity using pilot-aided transmission for single-carrier systems	Mohamed H Morsy-Osman, Lawrence R Chen, David V Plant
9	2012	Joint modeling of anatomical and functional connectivity for population studies.	Archana Venkataraman, Yogesh Rathi, Marek Kubicki, Carl-Fredrik Westin, Polina Golland
9	2011	Joint Multi-Layer Segmentation and Reconstruction for Free-Viewpoint Video Applications	J-Y Guillemaut, A Hilton
10	2011	Joint optimization of beamforming, user scheduling, and multiple base station assignment in a multicell network	Guido Dartmann, Waqas Afzal, Xitao Gong, Gerd Ascheid
10	2011	Joint Placement of Phasor and Power Flow Measurements for Observability of Power Systems	Rajesh Kavasseri, Sudarshan K Srinivasan
10	2011	Joint power and subchannel allocation in relay aided multi-cell OFDMA networks	Miaomiao Dong, Qinghai Yang, Fenglin Fu, Kyung Sup Kwak
11	2011	Joint QTL Linkage Mapping for Multiple-Cross Mating Design Sharing One Common Parent	Huihui Li, Peter Bradbury, Elhan Ersoz, Edward S Buckler, Jiankang Wang
11	2011	Joint Segmentation and Classification of Human Actions in Video	Zhen-zhong Lan, Fernando De Torre
12	2011	Joint Source and Flow Optimization for Scalable Video Multirate Multicast Over Hybrid Wired/Wireless Coded Networks	Chenglin Li, Hongkai Xiong, Junni Zou, Zhihai He
12	2011	Joint stiffness identification of industrial serial robots	Claire Dumas, Stéphane Caro, Mehdi Cherif, Sébastien Garnier, Benoît Furet
13	2011	Joint Transmit Diversity Optimization and Relay Selection for Multi-Relay Cooperative MIMO Systems Using Discrete Stochastic Algorithms	Patrick Clarke, Rodrigo C De Lamare
14	2012	JointSNVMix : A Probabilistic Model For Accurate Detection Of Somatic Mutations In Normal/Tumour Paired Next Generation Sequencing Data.	Andrew Roth, Ryan Morin, Jiarui Ding, Anamaria Crisan, Gavin Ha, Ryan Giuliany
14	2012	Josephson supercurrent through a topological insulator surface state.	M Veldhorst, M Snelder, M Hoek, T Gang, V K Guduru, X L Wang
15	2011	Journal of Materials Chemistry	Dynamic Article Links
16	2011	JPEG2000-Based Scalable Interactive Video (JSIV) With Motion Compensation	Aous Thabit Naman, David Taubman
17	2011	Junction-less stackable SONOS memory realized on vertical-Si-nanowire for 3-D application	Y Sun, H Y Yu, N Singh, T T Le, E Gnani, G Baccarani
17	2012	Junctionless Flexible Oxide-Based Thin-Film Transistors on Paper Substrates	Jie Jiang, Jia Sun, Wei Dou, Qing Wan
17	2011	Junctionless in-plane-gate transparent thin-film transistors	Jie Jiang, Jia Sun, Wei Dou, Bin Zhou, Qing Wan
17	2011	Junctionless Multiple-Gate Transistors for Analog Applications	Rodrigo Trevisoli Doria, Marcelo Antonio Pavanello, Renan Doria Trevisoli, Michelly De Souza, Chi-Woo Lee, Isabelle Ferain
17	2011	Junctionless Nanowire Transistor: Complementary Metal-Oxide-Semiconductor Without Junctions	Jean-Pierre Colinge, Isabelle Ferain, Abhinav Kranti, Chi-Woo Lee, Nima Dehdashti Akhavan, Pedram Razavi
17	2011	Junctionless Vertical-Si-Nanowire-Channel-Based SONOS Memory With 2-Bit Storage per Cell	Y Sun, H Y Yu, N Singh, K C Leong, G Q Lo, D L Kwong
18	2011	Just a heartbeat away from one's body: interoceptive sensitivity predicts malleability of body-representations	Manos Tsakiris, Ana Tajadura-Jiménez, Marcello Costantini
18	2011	Justified Fault-Ride-Through Requirements for Wind Turbines in Power Systems	C Rahmann, H J Haubrich, A Moser, R Palma-Behnke, L Vargas, M B C Salles
19	2011	JXTA-Overlay: A P2P Platform for Distributed, Collaborative, and Ubiquitous Computing	Leonard Barolli, Fatos Xhafa
